domain,post_id,text
kyterg_msk,59217,"Некрасовка, ЮВАО

Здравствуйте, пропала собака шпиц по кличке «Шанти» зелены ошейник . Пожалуйста распространитель объявления . Если найдут вернуть маресьева 10к1 п2 этаж 13 кв108

Писать: @JIoKoH

Анна Милова 
89035296103

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59212,"Мытищи, Мира 32а
Найдена кошка, 20 ноября

Ищем хозяев! 
Конт.телефон +79225392151

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59210,"⚠️ Найден(а) кошка

📍 Москва, СВАО, ул. Широкая
24.11.2025

Похожа на русскую голубую или британца, серого окраса. В ошейнике. Пугливая

👤️ ТГ alexandra_moysak

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59206,"Замечена собака
Подрезково, Химки
24.11.25

Кто потерял собаку, сидит в подъезде, 1-я Лесная, д. 💥 

 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59204,"⚠️ Замечен(а) собака

📍 Москва, Новокосино
24.11.25

Собака села на автобус 792 в сторону Кожухово, вышла на остановке у Святого озера.

В кожаной шлейке.

👤️  

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59202,"Замечена собака
СЗАО. Митино
24.11.25 в 20:42ч

Дочка прислала. Собака одна около церкви у остановки  Пятницкое шоссе. Замечена в 20:42. Хозяина рядом не видно было

@TamarikK 
 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59200,"⚠️ Найден(а) собака

📍 Лобня
24.11.2025 в 20:00ч

Найден мальчик корги, бежевый с белым, ласковый, добрый.

👤️ 89653330335 Надежда

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59193,"- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59186,"⚠️ Замечен(а) кот

📍 Миклухо-Маклая 55
24 ноября в 20:07

Пушистый кот белый с серым. На хвосте что-то было слипшееся. Запуганный, бегал в ужасе, откликнулся на ""кс-кс"", когда подошла ближе - убежал.

👤️ тг: moriya666

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59184,"Замечена собака
Красногорск, павшинская пойма 
24.11.25

Хаски?
На Спасскую ул пришёл потеряшка. Хозяин, найдись!

 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59179,"⚠️ Найден(а) собака

📍 ЖК Новое Бутово
23 ноября 2025

Хаски девочка, не крупная, на ошейнике кольцо, скорее всего ее держали на цепи...значит она из близлежащих СНТ

👤️ Тел 89853606557 Надежда

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59176,"⚠️ Замечен(а) собака

📍 Волоколамский район, деревня Еднево
23.11

Появилась  новая собака. По-моему кобель. Бросается на машины. Коричневый или серый ошейник. 
89267804064 Наталья

👤️ Наталья 89267804064

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59172,"⚠️ Замечен(а) собака , породы алабай , грязный , без ошейник , ласковый подходил к детям и взрослая

📍 Город Балашиха микраён железнодорожный 11 гимназия колхозная 💥
24 ноября 2025

Девочка , амуниции не какой нету

👤️ +79686785224 
Сабина

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59168,"⚠️ Замечен(а) (21.11) замечена собака в деревне леониха (чеховский г.о.) черного цвета, на ней большой красный ошейник.

📍 Чеховский ГО, д. Леониха, улица Изумрудная аллея
21.11.25

Замечена собака средних размеров, черного цвета, на ней большой красный ошейник.

👤️ тг: Julia_les

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59166,"⚠️ Замечен(а) две собаки (на вид мальчик и девочка)

📍 Заправка Газпром (точный адрес в личку)
24.11.2025 в 15.00

Добрый день ! 
Были замечены две прекрасные собаки, ходят только вдвоем, одна ждёт другую и идут рядышком. Накормила, оставила еще еды. Живут на заправке, но скоро холода и им нужен дом! Только вдвоем🙏

👤️ 89019030287 Анастасия или писать в телеграм сюда

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59159,"⚠️ Замечен(а) собака

📍 МО, Шолохово, Экодолье
24.11.25

Замечена хаски. Очень худая и голодная!
Девочка, зовут Бонита. Есть красный адресник. Но хозяин не отвечает на звонки и в телеграмме не зарегистрирован. Будто номер не действителен. У меня были в руках вкусняшки, пока я пошла во двор  за кормом она убежала

👤️ тг: Melissa1326

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59155,"Замечена собака
МО, Истра
24.11.25

Сегодня на станции Истра, кто потерял?
 

Также замечен 23.11:
 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59152,"Срочно !!! Найден 23.11.25 Раменское. Помогите найти дом или приют для умного и чистенького , но очень истощенного, мальчика.  Спокойный. Даёт лапу!  Не грызет обувь и мебель. Ночью ведёт себя спокойно. От лично ведёт себя в доме и на улице. Может жить в будочке. Мы не можем держать, так как уже в декабре должны надолго уехать.. улетаем по многу раза в год, надолго.  Командировки. Помогите найти приют. 9255600223 света

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,59150,"Замечена собака
Красногорск, Павшинская пойма
24.11.25

Такая девочка гуляет в районе набережной, одна

89959034945 Вера

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
